code,name,native_speakers,country,region,gl,anglicized_name
bvd,Baeggu,,Solomon Islands,Pacific,pis,Baeggu
cad,Caddo,,United States,Americas,en,Caddo
bus,Bokobaru,65000,Nigeria,Africa,en,Bokobaru
bui,Bongili,4000,Congo,Africa,fr,Bongili
bvb,Bube,54000,Equatorial Guinea,Africa,es,Bube
byi,Buyu,11500,Democratic Republic of the Congo,Africa,fr,Buyu
cli,Chakali,5000,Ghana,Africa,en,Chakali
xki,Kenyan Sign Language,340000,Kenya,Africa,sw,Kenyan Sign Language
dtm,Tomo Kan Dogon,133000,Mali,Africa,fr,Dogon
kfy,Kumaoni,2400000,India,South Asia,hi,Kumaoni
bud,Ntcham,167000,Togo,Africa,fr,Ntcham
gau,Mudhili Gadaba,8000,India,South Asia,te,Gadaba
gbl,Gamit,300000,India,South Asia,gu,Gamit
kev,Kanikkaran,19000,India,South Asia,ml,Kanikkaran
noi,Noiri,200000,India,South Asia,mr,Noiri
cok,Santa Teresa Cora,,Mexico,Americas,es-419,Cora
bup,Busoa,500,Indonesia,Pacific,id,Busoa
mxz,Central Masela,510,Indonesia,Pacific,id,Masela
drn,West Damar,800,Indonesia,Pacific,id,Damar
ddw,Dawera-Daweloor,1270,Indonesia,Pacific,id,Dawera-Daweloor
djd,Djamindjung,,Australia,Pacific,en,Djamindjung
cea,Lower Chehalis,,United States,Americas,en,Chehalis
cay,Cayuga,,Canada,Americas,en,Cayuga
cnw,Ngawn Chin,15000,Myanmar,Asia,my,Chin
dul,Alabat Island Agta,30,Philippines,Asia,ilo,Agta
gds,Ghandruk Sign Language,20,Nepal,South Asia,ne,Ghandruk Sign Language
fag,Finongan,,Papua New Guinea,Pacific,tpi,Finongan
pss,Kaulong,,Papua New Guinea,Pacific,tpi,Kaulong
csm,Central Sierra Miwok,,United States,Americas,en,Miwok
chj,Ojitlán Chinantec,,Mexico,Americas,es-419,Chinantec
gju-x-rajistani,Gujur Rajistani,,Afghanistan,Asia,ps,
atv,Горно-алтайская,22000,Russian Federation,Eurasia,ru,Altai
etx,Eten,40000,Nigeria,Africa,en,Iten
dge,Degenan,,Papua New Guinea,Pacific,tpi,Degenan
ema,Emai-Iuleha-Ora,100000,Nigeria,Africa,en,Emai-Iuleha-Ora
buz,Bukwen,2000,Nigeria,Africa,en,Bukwen
esn,Salvadoran Sign Language,,El Salvador,Americas,es-419,Salvadoran Sign Language
don,Toura (Papua New Guinea),,Papua New Guinea,Pacific,tpi,Toura
dsl,Danish Sign Language,,Denmark,Eurasia,en,Danish Sign Language
grx,Guriaso,,Papua New Guinea,Pacific,tpi,Guriaso
etn,Eton (Vanuatu),,Vanuatu,Pacific,fr,Eton
frc,Cajun French,,United States,Americas,en,French
cib,Ci Gbe,28000,Benin,Africa,fr,Gbe
gnd,Zulgo-Gemzek,26000,Cameroon,Africa,fr,Zulgo-Gemzek
cco,Comaltepec Chinantec,,Mexico,Americas,es-419,Chinantec
dua,Duala,88000,Cameroon,Africa,fr,Duala
cjo,Ashéninka Pajonal,,Peru,Americas,es-419,Ashéninka Pajonal
dbg,Dogul Dom Dogon,20000,Mali,Africa,fr,Dogon
nst-x-sangwan,Sangwan,,Myanmar,Asia,my,Sangwan
knl-x-dayakgoneh,Dayak Goneh,,Indonesia,Pacific,id,
cpa,Palantla Chinantec,,Mexico,Americas,es-419,Chinantec
crc,Lonwolwol,,Vanuatu,Pacific,fr,Lonwolwol
crt,Iyojwa'ja Chorote,,Argentina,Americas,es-419,Chorote
cta,Tataltepec Chatino,,Mexico,Americas,es-419,Chatino
ctz,Zacatepec Chatino,,Mexico,Americas,es-419,Chatino
cvn,Valle Nacional Chinantec,,Mexico,Americas,es-419,Chinantec
deq,Dendi (Central African Republic),11000,Central African Republic,Africa,fr,Dendi
cya,Nopala Chatino,,Mexico,Americas,es-419,Chatino
dyi,Djimini Senoufo,120000,Côte d’Ivoire,Africa,fr,Sénoufo
knx-x-dayakmuara,Dayak Muara,,Indonesia,Pacific,id,
dgu,Degaru,10000,India,South Asia,bn,Degaru
nst-x-sheju,Shechu,,Myanmar,Asia,my,She Ju
isc,Isconahua,,Peru,Americas,es-419,Isconahua
gcf,Guadeloupean Creole French,,Guadeloupe,Americas,fr,Guadeloupean Creole French
ksy,Kharia Thar,25000,India,South Asia,bn,Kharia Thar
dmy,Demta,1300,Indonesia,Pacific,id,Sowari
guf,Gupapuyngu,,Australia,Pacific,en,Gupapuyngu
ihb,Iha Based Pidgin,-1,Indonesia,Pacific,id,Iha Based Pidgin
jas,New Caledonian Javanese,,New Caledonia,Pacific,en,Javanese
gva,Guana (Paraguay),,Paraguay,Americas,es-419,Guana
ila,Ile Ape,15000,Indonesia,Pacific,id,Ile Ape
ykg,Северноюкагирский,370,Russian Federation,Eurasia,ru,Yukaghir
jkm,Mobwa Karen,4000000,Myanmar,Asia,my,Karen
gvn,Kuku-Yalanji,,Australia,Pacific,en,Kuku-Yalanji
ign,Ignaciano,,Bolivia,Americas,es-419,Ignaciano
iks,Inuit Sign Language,,Canada,Americas,en,Inuit Sign Language
hei,Heiltsuk,,Canada,Americas,en,Heiltsuk
gmm,Gbaya-Mbodomo,8000,Cameroon,Africa,fr,Gbaya-Mbodomo
hkk,Hunjara-Kaina Ke,,Papua New Guinea,Pacific,tpi,Hunjara-Kaina Ke
kaz-x-qazaqi,Qazaki,,Turkey,Eurasia,ru,
faz,Northwestern Fars,7500,Iran,Eurasia,fa,Fars
hmw,西部土语,14000,China,Asia,zh,Miao
ecs,Ecuadorian Sign Language,,Ecuador,Americas,es-419,Ecuadorian Sign Language
goe,Gongduk,1000,Bhutan,South Asia,dz,Gongduk
jns,Jaunsari,130000,India,South Asia,hi,Jaunsari
fkv,Kven Finnish,,Norway,Eurasia,en,Finnish
frs,Eastern Frisian,,Germany,Eurasia,en,Saxon
gad,Gaddang,30000,Philippines,Asia,ilo,Gaddang
grd,Guruntum-Mbaaru,15000,Nigeria,Africa,en,Guruntum-Mbaaru
gaz,West Central Oromo,30000000,Ethiopia,Africa,am,Oromo
xkl-x-ndang,Lepo Ndang,,Indonesia,Pacific,id,
gnm,Ginuman,,Papua New Guinea,Pacific,tpi,Ginuman
gof,Gofa,410000,Ethiopia,Africa,am,Gofa
gsg,German Sign Language,,Germany,Eurasia,en,German Sign Language
dbr,Dabarre,25000,Somalia,Africa,ar,Dabarre
giq,Hagei,260,Vietnam,Asia,vi,Gelao
gyn,Guyanese Creole English,,Guyana,Americas,es-419,Guyanese Creole English
dbd,Dadiya,70000,Nigeria,Africa,en,Dadiya
gwg,Moo,5000,Nigeria,Africa,en,Moo
enw,Enwan (Akwa Ibom State),15000,Nigeria,Africa,en,Enwan
hax,Southern Haida,,Canada,Americas,en,Haida
gwn,Gwandara,27000,Nigeria,Africa,en,Gwandara
hmh,Southwestern Huishui Hmong,56000,China,Asia,zh,Miao
izr,Izere,100000,Nigeria,Africa,en,Izere
hps,Hawai'i Sign Language (HSL),,United States,Americas,en,Hawaii Sign Language
hue,San Francisco Del Mar Huave,,Mexico,Americas,es-419,Huave
jms,Mashi (Nigeria),2000,Nigeria,Africa,en,Mashi
mjk,Matukar,,Papua New Guinea,Pacific,tpi,Matukar
hve,San Dionisio Del Mar Huave,,Mexico,Americas,es-419,Huave
gbx,Eastern Xwla Gbe,92000,Benin,Africa,fr,Gbe
hna,Mina (Cameroon),11000,Cameroon,Africa,fr,Mina
gho,ⵖⵓⵎⴰⵔⴰ,11000,Morocco,Africa,ar,Ghomara
gse,Ghanaian Sign Language,6000,Ghana,Africa,en,Ghanaian Sign Language
hsl,Hausa Sign Language,500000,Nigeria,Africa,en,Hausa Sign Language
snv-x-longbila,Dayak Long Bila,,Indonesia,Pacific,id,Dayak Long Bila
jog,Jogi,70000,Pakistan,Eurasia,ur,Jogi
kfi-x-okhl,Okhliya,,India,South Asia,kn,
gwf,گوورو,100,Pakistan,Eurasia,ur,Gowro
icl,Icelandic Sign Language,,Iceland,Eurasia,en,Icelandic Sign Language
kna,Dera (Nigeria),20000,Nigeria,Africa,en,Dera
kpb,Mullu Kurumba,28000,India,South Asia,ml,Kurumba
bfu,Gahri,4000,India,South Asia,hi,Gahri
kaj,Jju,300000,Nigeria,Africa,en,Jju
kqk,Kotafon Gbe,115000,Benin,Africa,fr,Gbe
ixc,Ixcatec,,Mexico,Americas,es-419,Ixcatec
kjd,Southern Kiwai,,Papua New Guinea,Pacific,tpi,Kiwai
box-x-dedougou,Bwamu de Dedougou,,Burkina Faso,Africa,fr,
laa,Southern Subanen,25000,Philippines,Asia,ceb,Subanen
jbu,Jukun Takum,2400,Cameroon,Africa,fr,Jukun Takum
ozm-x-nzime,Nzime,40000,Cameroon,Africa,fr,
krt,Tumari Kanuri,50000,Niger,Africa,fr,Kanuri
kxa,Kairiru,,Papua New Guinea,Pacific,tpi,Kairiru
inz,Ineseño,,United States,Americas,en,Ineseño
ist,Istriot,,Croatia,Eurasia,en,Istriot
kbl,Kanembu,510000,Chad,Africa,ar,Kanembu
kpx,Mountain Koiali,,Papua New Guinea,Pacific,tpi,Koiali
kbk,Grass Koiari,,Papua New Guinea,Pacific,tpi,Koiari
jad,Jahanka,35000,Guinea,Africa,fr,Jahanka
kbr,Kafa,950000,Ethiopia,Africa,am,Kafa
kjs,East Kewa,,Papua New Guinea,Pacific,tpi,Kewa
jek,Jeri Kuo,1500,Côte d’Ivoire,Africa,fr,Jeri Kuo
jbr,Jofotek-Bromnya,200,Indonesia,Pacific,id,Jofotek-Bromnya
kcw,Kabwari,10000,Democratic Republic of the Congo,Africa,fr,Kabwari
kuu,Upper Kuskokwim,,United States,Americas,en,Kuskokwim
kzy,Kango (Tshopo District),47000,Democratic Republic of the Congo,Africa,fr,Kango
ire,Iresim,70,Indonesia,Pacific,id,Yeresiam
inl,Indonesian Sign Language,8000,Indonesia,Pacific,id,Indonesian Sign Language
kkv,Kangean,110000,Indonesia,Pacific,id,Kangean
koy,Koyukon,,United States,Americas,en,Koyukon
knl,Keninjal,32000,Indonesia,Pacific,id,Keninjal
kpr,Korafe-Yegha,,Papua New Guinea,Pacific,tpi,Korafe-Yegha
pmf,Pamona,135000,Indonesia,Pacific,id,Pamona
kvt,Lahta Karen,13500,Myanmar,Asia,my,Lahta
kah,Kara (Central African Republic),5000,Central African Republic,Africa,fr,Kara
kdj,Karamojong,850000,Uganda,Africa,en,Ng’akarimojong
ksc,Southern Kalinga,13000,Philippines,Asia,ilo,Kalinga
slt,Sila,2118,Laos,Asia,lo,Sila
kmf,Kare (Papua New Guinea),,Papua New Guinea,Pacific,tpi,Kare
lgk,Lingarak,,Vanuatu,Pacific,fr,Neverver
kgd,Kataang,130000,Laos,Asia,lo,Kataang
hca,Andaman Creole Hindi,10000,India,South Asia,hi,Andaman Creole Hindi
ibg,Ibanag,500000,Philippines,Asia,ilo,Ibanag
ase-x-gabonesesl,Gabonese Sign Language,,Gabon,Africa,ase,
icr,Islander Creole English,,Colombia,Americas,es-419,Islander Creole English
imi,Anamgura,,Papua New Guinea,Pacific,tpi,Anamgura
kel,Kela (Democratic Republic of Congo),260000,Democratic Republic of the Congo,Africa,fr,Kela
jls,Jamaican Sign Language,,Jamaica,Americas,en,Jamaican Sign Language
jvn,Caribbean Javanese,,Suriname,Americas,nl,Javanese
kfo,Koro (Côte d'Ivoire),47000,Côte d’Ivoire,Africa,fr,Koro
mmj,Majhwar,39000,India,South Asia,hne,Majhwar
kic,Kickapoo,,United States,Americas,en,Kickapoo
kkp,Gugubera,,Australia,Pacific,en,Gugubera
kep,Kaikadi,27000,India,South Asia,ta,Kaikadi
kha,Khasi,1600000,India,South Asia,bn,Khasi
miu,Cacaloxtepec Mixtec,,Mexico,Americas,es-419,Mixtec
kmr-x-shikaki,Shikaki,,Turkey,Eurasia,tr,
kwt,Kwesten,2000,Indonesia,Pacific,pmy,Kwesten
lev,Lamma,10000,Indonesia,Pacific,id,Pantar
lac,Lacandon,,Mexico,Americas,es-419,Lacandon
mqy,Manggarai,900000,Indonesia,Pacific,id,Manggarai
lby,Lamu-Lamu,,Australia,Pacific,en,Lamu-Lamu
lwt,Lewotobi,6000,Indonesia,Pacific,id,Lewotobi
kti,North Muyu,8500,Indonesia,Pacific,id,Muyu
kqt,Klias River Kadazan,1000,Malaysia,Asia,ms,Kadazan
ktr,Kota Marudu Tinagas,140000,Malaysia,Asia,ms,Kota Marudu Tinagas
kyn,Northern Binukidnon,15100,Philippines,Asia,en,Binukidnon
lhn,Lahanan,350,Malaysia,Asia,ms,Lahanan
lso,Laos Sign Language,20000,Laos,Asia,lo,Laos Sign Language
mbi,Ilianen Manobo,14600,Philippines,Asia,ceb,Manobo
mlu,To'abaita,,Solomon Islands,Pacific,pis,To’abaita
mlc,Cao Lan,181000,Vietnam,Asia,vi,Cao Lan
ktv,Eastern Katu,17300,Vietnam,Asia,vi,Katu
mmw,Emae,,Vanuatu,Pacific,fr,Emae
mcy,South Watut,,Papua New Guinea,Pacific,tpi,Watut
lwh,White Lachi,-1,Vietnam,Asia,vi,Lachi
kxm,Northern Khmer,1500000,Thailand,Asia,th,Khmer
jub,Wannu,4000,Nigeria,Africa,en,Wannu
luw,Luo (Cameroon),1,Cameroon,Africa,fr,Luo
lls,Lithuanian Sign Language,,Lithuania,Eurasia,en,Lithuanian Sign Language
lmf,South Lembata,8000,Indonesia,Pacific,id,Lembata
mhk,Mungaka,50000,Cameroon,Africa,fr,Mungaka
meq,Merey,10000,Cameroon,Africa,fr,Merey
lna,Langbashe,50000,Central African Republic,Africa,fr,Langbashe
lej,Lengola,120000,Democratic Republic of the Congo,Africa,fr,Lengola
liz,Libinza,14000,Democratic Republic of the Congo,Africa,fr,Libinza
lto,Tsotso,144000,Kenya,Africa,sw,Olutsotso
msc,Sankaran Maninka,85000,Guinea,Africa,fr,Maninka
mdl,Maltese Sign Language,,Malta,Eurasia,en,Maltese Sign Language
kqs,Northern Kissi,380000,Guinea,Africa,fr,Kissi
mqh,Tlazoyaltepec Mixtec,,Mexico,Americas,es-419,Mixtec
mqk,Rajah Kabunsuwan Manobo,7560,Philippines,Asia,ceb,Manobo
mrl,Mortlockese,,Micronesia,Pacific,en,Mortlockese
mrp,Morouas,,Vanuatu,Pacific,fr,Morouas
lon,Malawi Lomwe,320000,Malawi,Americas,en,Lomwe
mrs,Maragus,,Vanuatu,Pacific,fr,Maragus
kwc,Likwala,63000,Congo,Africa,fr,Likwala
mrv,Mangareva,,French Polynesia,Pacific,fr,Mangareva
kwk,Kwakiutl,,Canada,Americas,en,Kwakiutl
msd,Yucatec Maya Sign Language,,Mexico,Americas,es-419,Yucatec Maya Sign Language
xkl-x-lepoke,Lepo' Ke,,Indonesia,Pacific,id,Lepo' Ke
lkd,Lakondê,1,Brazil,Americas,pt,Lakondê
lst,Trinidad and Tobago Sign Language,,Trinidad and Tobago,Americas,en,Trinidad and Tobago Sign Language
maq,Chiquihuitlán Mazatec,,Mexico,Americas,es-419,Mazatec
maz,Central Mazahua,,Mexico,Americas,es-419,Mazahua
mdv,Santa Lucía Monteverde Mixtec,,Mexico,Americas,es-419,Mixtec
mez,Menominee,,United States,Americas,en,Menominee
mft,Mokerang,,Papua New Guinea,Pacific,tpi,Mokerang
nnd,West Ambae,,Vanuatu,Pacific,fr,Ambae
ggo,Southern Gondi,2700000,India,South Asia,te,Gondi
msl,Molof,230,Indonesia,Pacific,id,Molof
min,Minangkabau,5500000,Indonesia,Pacific,id,Minangkabau
ddi-x-amoli,Amoli,,Papua New Guinea,Pacific,tpi,
wli,Waioli,3000,Indonesia,Pacific,id,Waioli
msg,Moraid,1000,Indonesia,Pacific,id,Moraid
mqc,Mangole,7300,Indonesia,Pacific,id,Mangole
mox,Molima,,Papua New Guinea,Pacific,tpi,Molima
nea,Eastern Ngad'a,5000,Indonesia,Pacific,id,Ngad’a
msi,Sabah Malay,-1,Malaysia,Asia,ms,Malay
nmu,Northeast Maidu,,United States,Americas,en,Maidu
msm,Agusan Manobo,60000,Philippines,Asia,ceb,Manobo
ofu,Efutop,10000,Nigeria,Africa,en,Efutop
nsd,南尼苏语,210000,China,Asia,zh,Nisu
pch,Pardhan,140000,India,South Asia,hi,Pardhan
neo,Ná-Meo,1400,Vietnam,Asia,vi,Ná-Meo
mii,Chigmecatitlán Mixtec,,Mexico,Americas,es-419,Mixtec
msr,Mongolian Sign Language,20000,Mongolia,Asia,mn,Mongolian Sign Language
not,Nomatsiguenga,,Peru,Americas,es-419,Nomatsiguenga
mnp,闽北,12000000,China,Asia,zh,Chinese
mko,Mingang Doso,3000,Nigeria,Africa,en,Mingang Doso
okx,Okpe (Northwestern Edo),8700,Nigeria,Africa,en,Okpe
mru,Mono (Cameroon),300,Cameroon,Africa,fr,Mono
ncp,Ndaktup,3000,Cameroon,Africa,fr,Ndaktup
oub,Glio-Oubi,7600,Liberia,Africa,en,Glio-Oubi
msn,Vurës,,Vanuatu,Pacific,fr,Vurës
neb,Toura (Côte d'Ivoire),50000,Côte d’Ivoire,Africa,fr,Toura
kee,Eastern Keres,,United States,Americas,en,Keres
msq,Caac,,New Caledonia,Pacific,en,Caac
msh,Masikoro Malagasy,620000,Madagascar,Africa,plt,Malagasy
nyr,Nyiha (Malawi),820000,Malawi,Americas,en,Nyiha
nsl,Norwegian Sign Language,,Norway,Eurasia,en,Norwegian Sign Language
mjt,Sauria Paharia,54000,India,South Asia,hi,Sauria Paharia
njl,Njalgulgule,250,South Sudan,Africa,ar,Njalgulgule
nbs,Namibian Sign Language,8000,Namibia,Americas,en,Namibian Sign Language
nsr,Maritime Sign Language,,Canada,Americas,en,Maritime Sign Language
na,Ekakairũ Naoero,,Nauru,Pacific,en,Nauru
nch,Central Huasteca Nahuatl,,Mexico,Americas,es-419,Nahuatl
nlu,Nchumbulu,1500,Ghana,Africa,en,Nchumbulu
nyh,Nyigina,,Australia,Pacific,en,Nyigina
msj,Ma (Democratic Republic of Congo),4700,Democratic Republic of the Congo,Africa,fr,Ma
myp,Pirahã,360,Brazil,Americas,pt,Pirahã
mpu,Makuráp,35,Brazil,Americas,pt,Makuráp
nzs,New Zealand Sign Language,,New Zealand,Pacific,en,New Zealand Sign Language
num,Niuafo'ou,,Tonga,Pacific,en,Niuafo’ou
ocu,Atzingo Matlatzinca,,Mexico,Americas,es-419,Matlatzinca
ojg,Eastern Ojibwa,,Canada,Americas,en,Ojibwa
omo,Utarmbung,,Papua New Guinea,Pacific,tpi,Utarmbung
mrq,North Marquesan,,French Polynesia,Pacific,fr,Marquesan
osu,Southern One,,Papua New Guinea,Pacific,tpi,One
mrw,Maranao,776000,Philippines,Asia,en,Maranao
ngm,Ngatik Men's Creole,,Micronesia,Pacific,en,Ngatik Men’s Creole
nhk,Isthmus-Cosoleacaque Nahuatl,,Mexico,Americas,es-419,Nahuatl
nsu,Sierra Negra Nahuatl,,Mexico,Americas,es-419,Nahuatl
nnt,Nanticoke,,United States,Americas,en,Nanticoke
sen,Nanerigé Sénoufo,50000,Burkina Faso,Africa,fr,Sénoufo
nuz,Tlamacazapa Nahuatl,,Mexico,Americas,es-419,Nahuatl
pnv,Pinigura,,Australia,Pacific,en,Pinigura
kdq,Koch,35000,India,South Asia,en,Koch
pps,San Luís Temalacayuca Popoloca,,Mexico,Americas,es-419,Popoloca
rwr,Marwari (India),5700000,India,South Asia,hi,Marwari
acm-x-lebarabic,Lebanese Arabic,100000,Turkey,Eurasia,ar,
pjt,Pitjantjatjara,,Australia,Pacific,en,Pitjantjatjara
qxt,Santa Ana de Tusi Pasco Quechua,,Peru,Americas,es-419,Quechua
pos,Sayula Popoluca,,Mexico,Americas,es-419,Popoluca
pso,Polish Sign Language,,Poland,Eurasia,en,Polish Sign Language
pow,San Felipe Otlaltepec Popoloca,,Mexico,Americas,es-419,Popoloca
pqm,Malecite-Passamaquoddy,,Canada,Americas,en,Malecite-Passamaquoddy
zlm-x-melayusambas,Melayu Sambas,,Indonesia,Pacific,ms,
puj,Punan Tubu,2000,Indonesia,Pacific,id,Punan Tubu
prz,Providencia Sign Language,,Colombia,Americas,es-419,Providencia Sign Language
scf,San Miguel Creole French,,Panama,Americas,es-419,San Miguel Creole French
psg,Penang Sign Language,1000,Malaysia,Asia,ms,Penang Sign Language
seu,Serui-Laut,1000,Indonesia,Pacific,id,Serui-Laut
qug,Chimborazo Highland Quichua,,Ecuador,Americas,es-419,Quichua
qwh,Huaylas Ancash Quechua,,Peru,Americas,es-419,Quechua
rjs,Rajbanshi,143000,Nepal,South Asia,ne,Rajbanshi
phq,Phana',250,Laos,Asia,lo,Phana’
rgs,Southern Roglai,47200,Vietnam,Asia,vi,Roglai
roc,Cacgia Roglai,3500,Vietnam,Asia,vi,Roglai
slf,Swiss-Italian Sign Language,,Switzerland,Eurasia,en,Swiss-Italian Sign Language
pww,Pwo Northern Karen,20000,Thailand,Asia,th,Karen
rml,Baltic Romani,,Poland,Eurasia,en,Romani
sxw,Saxwe Gbe,7300,Benin,Africa,fr,Gbe
qvm,Margos-Yarowilca-Lauricocha Quechua,,Peru,Americas,es-419,Quechua
qws,Sihuas Ancash Quechua,,Peru,Americas,es-419,Quechua
nkt,Nyika,27500,Tanzania,Africa,sw,Nyika
kpz,Kupsabiny,210000,Uganda,Africa,en,Kupsapiiny
slh,Southern Puget Sound Salish,,United States,Americas,en,Salish
snm,Southern Ma'di,64000,Uganda,Africa,en,Ma’di
sgx,Sierra Leone Sign Language,250,Sierra Leone,Africa,en,Sierra Leone Sign Language
rcf,Réunion Creole French,740000,Réunion,Africa,fr,Réunion Creole French
pko,Pökoot,320000,Kenya,Africa,sw,Pökoot
nyd,Nyore,340000,Kenya,Africa,sw,Olunyole
npl,Southeastern Puebla Nahuatl,,Mexico,Americas,es-419,Nahuatl
ntp,Northern Tepehuan,,Mexico,Americas,es-419,Tepehuan
whk-x-longpulung,Long Pulung,,Indonesia,Pacific,id,Long Pulung
scg-x-dayakdosatn,Dayak Dosatn,,Indonesia,Pacific,id,
otx,Texcatepec Otomi,,Mexico,Americas,es-419,Otomi
qup,Southern Pastaza Quechua,,Peru,Americas,es-419,Quechua
quw,Tena Lowland Quichua,,Ecuador,Americas,es-419,Quichua
qva,Ambo-Pasco Quechua,,Peru,Americas,es-419,Quechua
pif,Pingelapese,,Micronesia,Pacific,en,Pingelapese
qxn,Northern Conchucos Ancash Quechua,,Peru,Americas,es-419,Quechua
rmu,Tavringer Romani,,Sweden,Eurasia,en,Romani
sij,Numbami,,Papua New Guinea,Pacific,tpi,Numbami
ttm,Northern Tutchone,,Canada,Americas,en,Tutchone
gju,Gujari,990000,India,South Asia,ks,Gujari
ksz,Kodaku,15700,India,South Asia,hne,Kodaku
plv,Southwest Palawano,12000,Philippines,Asia,en,Palawano
tdn,Tondano,90000,Indonesia,Pacific,id,Tondano
tvw,Sedoa,900,Indonesia,Pacific,id,Sedoa
tuj,Tugutil,2600,Indonesia,Pacific,id,Tugutil
tua,Wiarumus,,Papua New Guinea,Pacific,tpi,Wiarumus
slg,Selungai Murut,1200,Indonesia,Pacific,id,Selungai Murut
spe,Sepa (Papua New Guinea),,Papua New Guinea,Pacific,tpi,Sepa
mio,Pinotepa Nacional Mixtec,,Mexico,Americas,es-419,Mixtec
tyl,Thu Lao,180,Vietnam,Asia,vi,Thu Lao
oac,Орочский,120,Russian Federation,Eurasia,ru,Oroch
tsl,Ts'ün-Lao,12200,Vietnam,Asia,vi,Ts’ün-Lao
hap,Hupla,3000,Indonesia,Pacific,id,Hupla
sci,Sri Lankan Creole Malay,44000,Sri Lanka,Asia,ta,Sri Lankan Creole Malay
sqt,اللغة السقطرية,70000,Yemen,Eurasia,ar,Soqotri
soe,Songomeno,80000,Democratic Republic of the Congo,Africa,fr,Songomeno
swl,Swedish Sign Language,,Sweden,Eurasia,en,Swedish Sign Language
smj,Lule Sami,,Sweden,Eurasia,en,Saami
srz,Shahmirzadi,-1,Iran,Eurasia,fa,Shahmirzadi
stw,Satawalese,,Micronesia,Pacific,en,Satawalese
tia,Tidikelt Tamazight,1000,Algeria,Africa,ar,Tamazight
tiz,红金傣语,85000,China,Asia,zh,Tai Hongjin
tnn,North Tanna,,Vanuatu,Pacific,fr,Tanna
tce,Southern Tutchone,,Canada,Americas,en,Tutchone
tch,Turks And Caicos Creole English,,Turks and Caicos Islands,Americas,en,Turks and Caicos Creole English
tbs,Tanguat,,Papua New Guinea,Pacific,tpi,Tanguat
syy,שפת הסימנים של שבט א-סייד,140,Israel,Eurasia,en,Al-Sayyid Bedouin Sign Language
tjo,تاشلحيت,6000,Algeria,Africa,ar,Tamazight
smy,زبان سمنانی,60000,Iran,Eurasia,fa,Semnani
ady-x-syriadyghe,Адыгабзэ,40000,Syria,Eurasia,ar,Adyghe
tnd,Angosturas Tunebo,,Colombia,Americas,es-419,Tunebo
txj,Tarjumo,-1,Nigeria,Africa,en,Tarjumo
srv,Southern Sorsoganon,185000,Philippines,Asia,en,Sorsoganon
enn,Engenni,20000,Nigeria,Africa,en,Engenni
tza,Tanzanian Sign Language,280000,Tanzania,Africa,sw,Tanzanian Sign Language
tpp,Pisaflores Tepehua,,Mexico,Americas,es-419,Tepehua
tdx,Tandroy-Mahafaly Malagasy,1150000,Madagascar,Africa,plt,Malagasy
tvk,Southeast Ambrym,,Vanuatu,Pacific,fr,Ambrym
spv,Sambalpuri,650000,India,South Asia,hi,Sambalpuri
siu,Sinagen,,Papua New Guinea,Pacific,tpi,Sinagen
skn,Kolibugan Subanon,20000,Philippines,Asia,ceb,Subanon
ssr,Swiss-French Sign Language,,Switzerland,Eurasia,en,Swiss-French Sign Language
stl,Stellingwerfs,,Netherlands,Eurasia,nl,Stellingwerfs
svb,Ulau-Suain,,Papua New Guinea,Pacific,tpi,Ulau-Suain
tke,Takwane,200000,Mozambique,Americas,pt,Takwane
tbd,Kaki Ae,,Papua New Guinea,Pacific,tpi,Kaki Ae
tbn,Barro Negro Tunebo,,Colombia,Americas,es-419,Tunebo
tee,Huehuetla Tepehua,,Mexico,Americas,es-419,Tepehua
tgw,Tagwana Senoufo,170000,Côte d’Ivoire,Africa,fr,Sénoufo
tfn,Tanaina,,United States,Americas,en,Tanaina
tgn,Tandaganon,100000,Philippines,Asia,ceb,Tandaganon
tli,Tlingit,,United States,Americas,en,Tlingit
to,faka Tonga,,Tonga,Pacific,en,Tonga (Tonga Islands)
tmn,Dayak Taman Kapuas,30000,Indonesia,Pacific,id,Dayak Taman Kapuas
top,Papantla Totonac,,Mexico,Americas,es-419,Totonac
trl,Traveller Scottish,,United Kingdom,Eurasia,en,Traveller Scottish
bda-x-elia,Bayote Elia,5200,Guinea-Bissau,Africa,pt,
hoj,Hadothi,4700000,India,South Asia,hi,Haroti
uli,Ulithian,,Micronesia,Pacific,en,Ulithian
udg,Muduga,3400,India,South Asia,ml,Muduga
stb,Northern Subanen,85400,Philippines,Asia,ceb,Subanen
kfa,Kodava,200000,India,South Asia,kn,Kodava
vko,Kodeoha,1000,Indonesia,Pacific,id,Kodeoha
xtj,San Juan Teita Mixtec,,Mexico,Americas,es-419,Mixtec
ynk,Наука́нский,200,Russian Federation,Eurasia,ru,Yupik
yux,Южноюкагирский,370,Russian Federation,Eurasia,ru,Yukaghir
ymg,Yamongeri,15000,Democratic Republic of the Congo,Africa,fr,Yamongeri
yij,Yindjibarndi,,Australia,Pacific,en,Yindjibarndi
vgt,Vlaamse Gebarentaal,,Belgium,Eurasia,nl,Flemish Sign Language
zeh,红水河,1300000,China,Asia,zh,Zhuang
wow,Wawonii,30000,Indonesia,Pacific,id,Wawonii
yzg,峨马布央语,600,China,Asia,zh,Buyang
vbb,Southeast Babar,4500,Indonesia,Pacific,id,Babar
ygs,Yolŋu Sign Language,,Australia,Pacific,en,Yolngu Sign Language
